N,종목명,현재가,전일비,등락률,액면가,시가,고가,저가
1598.0,신한 인버스 2X Russell 2000 ETN,8430.0,260.0,+3.18%,0.0,8460.0,8460.0,8430.0
1599.0,삼성 코스피 양매도 5% OTM ETN,8405.0,0.0,0.00%,0.0,8405.0,8405.0,8405.0
1600.0,KODEX Fn웹툰&드라마,5995.0,55.0,-0.91%,0.0,5975.0,6000.0,5965.0
1601.0,KINDEX 미국스팩&IPO INDXX,6980.0,25.0,-0.36%,0.0,6970.0,6980.0,6970.0
1602.0,KODEX 모멘텀Plus,10465.0,0.0,0.00%,0.0,10465.0,10465.0,10465.0
1603.0,KB 인버스 KOSPI 200 선물 ETN,11945.0,55.0,+0.46%,0.0,12000.0,12000.0,11945.0
1604.0,하나 KRX300 ETN,8345.0,15.0,-0.18%,0.0,8345.0,8345.0,8345.0
1605.0,TIGER 우선주,10980.0,40.0,-0.36%,0.0,10990.0,10990.0,10960.0
1606.0,ARIRANG 단기채권액티브,106020.0,0.0,0.00%,0.0,106020.0,106020.0,106020.0
1607.0,KBSTAR KRX300레버리지,11810.0,140.0,-1.17%,0.0,11700.0,11810.0,11700.0
1608.0,신한 인버스 다우존스지수 선물 ETN(H),4130.0,35.0,+0.85%,0.0,4140.0,4140.0,4130.0
1609.0,HANARO 미국S&P500,10240.0,10.0,-0.10%,0.0,10240.0,10240.0,10240.0
1610.0,삼성 알루미늄 선물 ETN,8190.0,5.0,-0.06%,0.0,8190.0,8190.0,8190.0
1611.0,KBSTAR KQ고배당,12590.0,70.0,+0.56%,0.0,12590.0,12590.0,12590.0
1612.0,HANARO Fn K-반도체,7790.0,60.0,-0.76%,0.0,7790.0,7790.0,7790.0
1613.0,신한 인버스 달러인덱스 선물 ETN(H),8165.0,5.0,+0.06%,0.0,8160.0,8165.0,8160.0
1614.0,하나 코스닥150 선물 ETN,8155.0,15.0,+0.18%,0.0,8155.0,8155.0,8155.0
1615.0,TIMEFOLIO K컬처액티브,6785.0,0.0,0.00%,0.0,6785.0,6785.0,6785.0
1616.0,메리츠 구리 선물 ETN(H),8130.0,0.0,0.00%,0.0,8130.0,8130.0,8130.0
1617.0,TREX 200,32495.0,330.0,-1.01%,0.0,32495.0,32495.0,32495.0
1618.0,삼성 구리 선물 ETN(H),8120.0,0.0,0.00%,0.0,8120.0,8120.0,8120.0
1619.0,HANARO 원자력iSelect,11570.0,220.0,-1.87%,0.0,11585.0,11645.0,11525.0
1620.0,태양금속우,2440.0,10.0,+0.41%,500.0,2470.0,2470.0,2440.0
1621.0,TRUE 은 선물 ETN,8010.0,0.0,0.00%,0.0,8010.0,8010.0,8010.0
1622.0,삼성 KRX 2차전지 K-뉴딜 ETN,8010.0,150.0,-1.84%,0.0,8075.0,8075.0,8010.0
1623.0,KB 인버스 KOSDAQ150 선물 ETN,11390.0,85.0,-0.74%,0.0,11445.0,11445.0,11390.0
1624.0,KINDEX 미국S&P500채권혼합액티브,9960.0,15.0,-0.15%,0.0,9960.0,9970.0,9960.0
1625.0,TRUE 플래티넘 선물 ETN,7960.0,135.0,-1.67%,0.0,7950.0,7960.0,7950.0
1626.0,KINDEX 미국나스닥100채권혼합액티브,9945.0,5.0,-0.05%,0.0,9940.0,9945.0,9940.0
1627.0,ARIRANG 신흥국MSCI인버스(합성 H),11045.0,0.0,0.00%,0.0,11045.0,11045.0,11045.0
1628.0,KINDEX 중국과창판STAR50,7940.0,35.0,-0.44%,0.0,7970.0,7970.0,7885.0
1629.0,히어로즈 TDF2050액티브,10500.0,30.0,-0.28%,0.0,10385.0,10510.0,10385.0
1630.0,히어로즈 TDF2040액티브,10465.0,130.0,-1.23%,0.0,10530.0,10530.0,10465.0
1631.0,HANARO Fn K-메타버스MZ,7475.0,10.0,-0.13%,0.0,7430.0,7480.0,7410.0
1632.0,KINDEX 레버리지,6030.0,55.0,-0.90%,0.0,6045.0,6045.0,5965.0
1633.0,TRUE 코스닥 150 ETN,7835.0,50.0,+0.64%,0.0,7855.0,7855.0,7835.0
1634.0,히어로즈 TDF2030액티브,10440.0,45.0,-0.43%,0.0,10440.0,10440.0,10440.0
1635.0,HANARO 글로벌워터MSCI(합성),9785.0,60.0,-0.61%,0.0,9790.0,9790.0,9785.0
1636.0,KODEX TDF2040액티브,10405.0,55.0,-0.53%,0.0,10400.0,10410.0,10385.0
1637.0,ARIRANG TDF2050액티브,10365.0,45.0,+0.44%,0.0,10250.0,10365.0,10240.0
1638.0,금호건설우,26550.0,100.0,-0.38%,5000.0,26750.0,26750.0,26550.0
1639.0,ARIRANG TDF2060액티브,10340.0,30.0,-0.29%,0.0,10330.0,10360.0,10285.0
1640.0,메리츠 레버리지 미국채10년 ETN(H),7715.0,30.0,-0.39%,0.0,7725.0,7725.0,7715.0
1641.0,KOSEF 미국ETF산업STOXX,10285.0,115.0,-1.11%,0.0,10200.0,10320.0,10200.0
1642.0,계양전기우,5480.0,170.0,+3.20%,500.0,5600.0,5600.0,5330.0
1643.0,KBSTAR 글로벌데이터센터리츠나스닥(합성),11780.0,140.0,-1.17%,0.0,11795.0,11795.0,11775.0
1644.0,HANARO Fn K-푸드,9570.0,30.0,-0.31%,0.0,9560.0,9600.0,9550.0
1645.0,금강공업우,12950.0,50.0,+0.39%,1000.0,12900.0,13100.0,12900.0
1646.0,ARIRANG K-유니콘투자기업액티브,10175.0,25.0,-0.25%,0.0,10170.0,10175.0,10170.0
1647.0,ARIRANG 선진국MSCI(합성 H),9720.0,70.0,-0.72%,0.0,9675.0,9750.0,9675.0
1648.0,ARIRANG TDF2040액티브,10105.0,0.0,0.00%,0.0,10105.0,10200.0,10105.0
1649.0,ARIRANG TDF2030액티브,10090.0,40.0,-0.39%,0.0,10135.0,10135.0,10090.0
1650.0,ARIRANG 코스피,25225.0,100.0,-0.39%,0.0,25165.0,25225.0,25165.0
1651.0,KINDEX 삼성그룹동일가중,15100.0,145.0,-0.95%,0.0,15100.0,15100.0,15100.0
1652.0,KODEX 밸류Plus,8385.0,0.0,0.00%,0.0,8385.0,8385.0,8385.0
1653.0,KOSEF 200선물인버스2X,3085.0,35.0,+1.15%,0.0,3110.0,3115.0,3080.0
1654.0,MASTER 테크미디어텔레콤액티브,7915.0,25.0,-0.31%,0.0,7885.0,7915.0,7885.0
1655.0,미래에셋 인버스 천연가스 선물 ETN(H),7480.0,100.0,+1.36%,0.0,7480.0,7480.0,7380.0
1656.0,ARIRANG 글로벌MSCI(합성 H),14665.0,180.0,-1.21%,0.0,14665.0,14665.0,14665.0
1657.0,SOL KRX기후변화솔루션,9340.0,40.0,-0.43%,0.0,9405.0,9405.0,9320.0
1658.0,메리츠 인버스 천연가스 선물 ETN(H),7470.0,85.0,+1.15%,0.0,7445.0,7480.0,7440.0
1659.0,메리츠 STAR 50 ETN,7470.0,0.0,0.00%,0.0,7470.0,7470.0,7470.0
1660.0,KBSTAR KRX기후변화솔루션,9300.0,60.0,-0.64%,0.0,9300.0,9300.0,9300.0
1661.0,히어로즈 글로벌리츠이지스액티브,9905.0,30.0,-0.30%,0.0,9900.0,9905.0,9900.0
1662.0,KINDEX 밸류대형,8215.0,65.0,-0.79%,0.0,8215.0,8215.0,8215.0
1663.0,메리츠 은 선물 ETN(H),7370.0,0.0,0.00%,0.0,7370.0,7370.0,7370.0
1664.0,마이다스 200커버드콜5%OTM,12235.0,115.0,-0.93%,0.0,12275.0,12275.0,12235.0
1665.0,JW중외제약2우B,71200.0,0.0,0.00%,2500.0,71200.0,71200.0,71200.0
1666.0,메리츠 국채30년 ETN,7315.0,10.0,-0.14%,0.0,7330.0,7340.0,7315.0
1667.0,신한 인버스 2X S&P500 선물 ETN,3650.0,95.0,+2.67%,0.0,3660.0,3660.0,3645.0
1668.0,신한 인버스 2X 10년 국채선물 ETN,10390.0,0.0,0.00%,0.0,10390.0,10390.0,10390.0
1669.0,마이다스 KoreaStock중소형액티브,19385.0,150.0,-0.77%,0.0,19490.0,19495.0,19370.0
1670.0,KINDEX 일본TOPIX인버스(합성 H),4035.0,10.0,+0.25%,0.0,4020.0,4050.0,4020.0
1671.0,삼성 은 선물 ETN(H),7260.0,110.0,-1.49%,0.0,7265.0,7265.0,7260.0
1672.0,KBSTAR 주식혼합,36295.0,170.0,-0.47%,0.0,36295.0,36295.0,36295.0
1673.0,KODEX MSCI밸류,10350.0,0.0,0.00%,0.0,10350.0,10350.0,10350.0
1674.0,ARIRANG S&P글로벌인프라,14435.0,180.0,-1.23%,0.0,14555.0,14555.0,14435.0
1675.0,KBSTAR KRX300미국달러선물혼합,14405.0,40.0,-0.28%,0.0,14345.0,14415.0,14345.0
1676.0,TIGER 경기방어채권혼합,9000.0,20.0,-0.22%,0.0,9010.0,9010.0,9000.0
1677.0,KINDEX 스마트하이베타,11895.0,75.0,-0.63%,0.0,11875.0,11895.0,11875.0
1678.0,ARIRANG 심천차이넥스트(합성),11890.0,90.0,+0.76%,0.0,11890.0,11890.0,11890.0
1679.0,KBSTAR Fn K-뉴딜디지털플러스,8865.0,80.0,-0.89%,0.0,8815.0,8865.0,8815.0
1680.0,KINDEX 베트남VN30선물블룸버그레버리지(H),14140.0,225.0,-1.57%,0.0,14205.0,14205.0,14140.0
1681.0,TIGER 금은선물(H),8830.0,20.0,-0.23%,0.0,8835.0,8835.0,8825.0
1682.0,TIGER KTOP30,8305.0,15.0,-0.18%,0.0,8275.0,8305.0,8265.0
1683.0,남선알미우,22850.0,0.0,0.00%,500.0,22850.0,22850.0,22750.0
1684.0,KBSTAR 차이나항셍테크,6100.0,85.0,-1.37%,0.0,6170.0,6170.0,6035.0
1685.0,ARIRANG KS밸류가중TR,14000.0,70.0,-0.50%,0.0,13985.0,14000.0,13955.0
1686.0,대원전선우,2670.0,25.0,+0.95%,500.0,2610.0,2670.0,2610.0
1687.0,KODEX Fn멀티팩터,11635.0,5.0,-0.04%,0.0,11635.0,11635.0,11635.0
1688.0,서울식품우,3125.0,30.0,-0.95%,100.0,3180.0,3180.0,3125.0
1689.0,대신 2X 철광석 선물 ETN(H),6940.0,230.0,+3.43%,0.0,6985.0,6985.0,6850.0
1690.0,크라운해태홀딩스우,11550.0,0.0,0.00%,500.0,11700.0,11700.0,11550.0
1691.0,KODEX 경기소비재,9910.0,55.0,+0.56%,0.0,9890.0,9920.0,9890.0
1692.0,ARIRANG 글로벌인공지능산업MV,9200.0,5.0,-0.05%,0.0,9205.0,9205.0,9170.0
1693.0,노루페인트우,14900.0,50.0,-0.33%,500.0,15150.0,15150.0,14700.0
1694.0,하이트진로홀딩스우,14650.0,150.0,+1.03%,5000.0,14650.0,14650.0,14650.0
1695.0,FOCUS 혁신기업액티브,7635.0,0.0,0.00%,0.0,7635.0,7635.0,7635.0
1696.0,깨끗한나라우,18650.0,100.0,-0.53%,1000.0,19000.0,19000.0,18650.0
1697.0,코리아써키트2우B,8710.0,20.0,-0.23%,500.0,8720.0,8720.0,8700.0
1698.0,KB 레버리지 FANG 플러스 ETN(H),13640.0,575.0,-4.05%,0.0,14100.0,14100.0,13615.0
1699.0,KINDEX 스마트로우볼,13620.0,110.0,-0.80%,0.0,13620.0,13620.0,13620.0
1700.0,WOORI 미국S&P우주항공&디펜스,9715.0,125.0,-1.27%,0.0,9725.0,9750.0,9710.0
1701.0,KINDEX 코스닥(합성),11320.0,35.0,-0.31%,0.0,11320.0,11320.0,11320.0
1702.0,마이티 코스피100,24210.0,0.0,0.00%,0.0,24210.0,24210.0,24210.0
1703.0,MASTER 스마트커머스액티브,7955.0,10.0,+0.13%,0.0,7935.0,7955.0,7925.0
1704.0,신한 레버리지 10년 국채선물 ETN,9640.0,0.0,0.00%,0.0,9640.0,9640.0,9640.0
1705.0,파워 고배당저변동성,28020.0,125.0,-0.44%,0.0,27915.0,28020.0,27915.0
1706.0,JW중외제약우,36650.0,150.0,+0.41%,2500.0,36900.0,36900.0,36000.0
1707.0,HANARO 미국메타버스iSelect,9555.0,0.0,0.00%,0.0,9555.0,9555.0,9555.0
1708.0,현대비앤지스틸우,60200.0,400.0,-0.66%,5000.0,60200.0,60200.0,60200.0
1709.0,ARIRANG Fn K리츠,8760.0,20.0,-0.23%,0.0,8775.0,8775.0,8760.0
1710.0,TIGER 코스피중형주,14585.0,0.0,0.00%,0.0,14585.0,14585.0,14585.0
1711.0,TIGER 200에너지화학레버리지,13120.0,410.0,-3.03%,0.0,13225.0,13225.0,13120.0
1712.0,ARIRANG KS로우사이즈가중TR,14485.0,55.0,-0.38%,0.0,14455.0,14485.0,14455.0
1713.0,히어로즈 리츠이지스액티브,8690.0,0.0,0.00%,0.0,8745.0,8745.0,8690.0
1714.0,HANARO KRX300,14430.0,105.0,-0.72%,0.0,14445.0,14445.0,14430.0
1715.0,KODEX 미국채울트라30년선물인버스(H),9255.0,20.0,+0.22%,0.0,9250.0,9255.0,9250.0
1716.0,TIGER 200커뮤니케이션서비스,20230.0,65.0,-0.32%,0.0,20250.0,20250.0,20230.0
1717.0,SK네트웍스우,56800.0,500.0,-0.87%,2500.0,57000.0,57000.0,56800.0
1718.0,HANARO 농업융복합산업,11705.0,50.0,-0.43%,0.0,11745.0,11745.0,11645.0
1719.0,TRUE 인버스 2X 유로스탁스50 ETN(H),3215.0,30.0,+0.94%,0.0,3245.0,3250.0,3215.0
1720.0,TIGER 코스닥150IT,13375.0,0.0,0.00%,0.0,13375.0,13375.0,13375.0
1721.0,HANARO KAP초장기국고채,37125.0,290.0,-0.78%,0.0,37265.0,37265.0,37125.0
1722.0,KBSTAR 차이나H선물인버스(H),12750.0,110.0,+0.87%,0.0,12700.0,12800.0,12700.0
1723.0,HANARO 글로벌백신치료제MSCI,9780.0,0.0,0.00%,0.0,9780.0,9780.0,9780.0
1724.0,신한 인버스 2X 금 선물 ETN,6350.0,80.0,+1.28%,0.0,6360.0,6360.0,6350.0
1725.0,TIGER 모멘텀,22600.0,290.0,-1.27%,0.0,22700.0,22700.0,22600.0
1726.0,삼성 HSCEI ETN(H),6300.0,0.0,0.00%,0.0,6300.0,6300.0,6300.0
1727.0,KBSTAR V&S셀렉트밸류,12595.0,130.0,-1.02%,0.0,12595.0,12595.0,12595.0
1728.0,TIGER 차이나항셍25,13935.0,240.0,-1.69%,0.0,13945.0,13945.0,13785.0
1729.0,동부건설우,27700.0,200.0,+0.73%,5000.0,27700.0,27700.0,27700.0
1730.0,ARIRANG 스마트베타Quality채권혼합,10350.0,15.0,-0.14%,0.0,10360.0,10360.0,10350.0
1731.0,KINDEX 코스피,24795.0,190.0,-0.76%,0.0,24795.0,24795.0,24795.0
1732.0,KINDEX Fn성장소비주도주,6170.0,50.0,-0.80%,0.0,6170.0,6170.0,6170.0
1733.0,KODEX MSCI모멘텀,10280.0,0.0,0.00%,0.0,10280.0,10280.0,10280.0
1734.0,KBSTAR 5대그룹주,6160.0,55.0,-0.88%,0.0,6175.0,6175.0,6160.0
1735.0,KOSEF 릭소글로벌디지털경제MSCI,7685.0,100.0,-1.28%,0.0,7685.0,7685.0,7685.0
1736.0,KBSTAR Fn창업투자회사,8080.0,75.0,-0.92%,0.0,8070.0,8080.0,8055.0
1737.0,KOSEF 독일DAX,8160.0,5.0,-0.06%,0.0,8150.0,8160.0,8150.0
1738.0,TRUE 인버스 유로스탁스50 ETN(H) B,6115.0,45.0,+0.74%,0.0,6110.0,6120.0,6110.0
1739.0,ARIRANG 글로벌수소&차세대연료전지MV,10190.0,10.0,+0.10%,0.0,10110.0,10235.0,10110.0
1740.0,TIGER 200 산업재,6470.0,0.0,0.00%,0.0,6470.0,6470.0,6470.0
1741.0,KB 레버리지 구리 선물 ETN(H),12155.0,245.0,-1.98%,0.0,12155.0,12155.0,12155.0
1742.0,TIGER 미국달러선물인버스2X,6710.0,35.0,-0.52%,0.0,6705.0,6710.0,6680.0
1743.0,KODEX 200 중소형,11925.0,75.0,-0.62%,0.0,11900.0,11925.0,11900.0
1744.0,TIGER 라틴35,3970.0,125.0,-3.05%,0.0,4005.0,4015.0,3970.0
1745.0,TIGER 200커버드콜5%OTM,11880.0,95.0,-0.79%,0.0,11880.0,11880.0,11850.0
1746.0,KBSTAR 팔라듐선물(H),11610.0,275.0,-2.31%,0.0,11690.0,11690.0,11555.0
1747.0,삼성 레버리지 KRX 2차전지 K-뉴딜 ETN,5775.0,115.0,-1.95%,0.0,5735.0,5780.0,5700.0
1748.0,ARIRANG 글로벌희토류전략자원기업MV,9610.0,25.0,+0.26%,0.0,9545.0,9610.0,9545.0
1749.0,ARIRANG 국채선물3년,51485.0,60.0,-0.12%,0.0,51485.0,51485.0,51485.0
1750.0,KBSTAR 헬스케어,11515.0,15.0,-0.13%,0.0,11440.0,11515.0,11385.0
1751.0,하나 KRX BBIG K-뉴딜 ETN,5740.0,85.0,-1.46%,0.0,5760.0,5760.0,5740.0
1752.0,KB KOSPI 200 선물 ETN,8170.0,40.0,-0.49%,0.0,8220.0,8220.0,8170.0
1753.0,KB KOSDAQ 150 선물 ETN,8165.0,65.0,-0.79%,0.0,8210.0,8210.0,8165.0
1754.0,KB 레버리지 KRX 2차전지 K-뉴딜 ETN,5700.0,220.0,-3.72%,0.0,5745.0,5745.0,5700.0
1755.0,KINDEX 스마트퀄리티,14195.0,50.0,-0.35%,0.0,14130.0,14195.0,14130.0
1756.0,TIGER 의료기기,14190.0,190.0,+1.36%,0.0,13970.0,14190.0,13955.0
1757.0,KINDEX 싱가포르리츠채권혼합모닝스타,9455.0,10.0,+0.11%,0.0,9495.0,9495.0,9455.0
1758.0,KBSTAR 200중공업,10110.0,360.0,-3.44%,0.0,10290.0,10295.0,10105.0
1759.0,미래에셋 인버스 전기전자 Core5 ETN,2825.0,25.0,+0.89%,0.0,2825.0,2825.0,2825.0
1760.0,KINDEX 필리핀MSCI(합성),14050.0,90.0,+0.64%,0.0,13960.0,14050.0,13960.0
1761.0,KBSTAR 200고배당커버드콜ATM,8000.0,25.0,-0.31%,0.0,8015.0,8015.0,7965.0
1762.0,CJ씨푸드1우,27950.0,0.0,0.00%,500.0,27950.0,27950.0,27950.0
1763.0,KOSEF 코스닥150선물레버리지,4100.0,30.0,-0.73%,0.0,4020.0,4105.0,4020.0
1764.0,삼성 항셍테크 ETN(H),5570.0,170.0,-2.96%,0.0,5570.0,5570.0,5570.0
1765.0,삼성 KRX BBIG K-뉴딜 ETN,5565.0,30.0,-0.54%,0.0,5590.0,5590.0,5565.0
1766.0,메리츠 레버리지 KRX300 선물 ETN,5545.0,0.0,0.00%,0.0,5545.0,5545.0,5545.0
1767.0,TRUE 인버스 나스닥 100 ETN,5535.0,75.0,+1.37%,0.0,5545.0,5550.0,5535.0
1768.0,KOSEF 코스닥150선물인버스,8915.0,25.0,+0.28%,0.0,9000.0,9000.0,8905.0
1769.0,TIGER 지주회사,10035.0,30.0,-0.30%,0.0,10070.0,10070.0,10005.0
1770.0,유유제약2우B,16950.0,50.0,-0.29%,1000.0,16950.0,16950.0,16950.0
1771.0,KINDEX 스마트모멘텀,13700.0,160.0,-1.15%,0.0,13740.0,13740.0,13700.0
1772.0,HK 베스트일레븐액티브,7775.0,20.0,-0.26%,0.0,7775.0,7775.0,7775.0
1773.0,HANARO Fn골프테마,7250.0,95.0,-1.29%,0.0,7255.0,7255.0,7250.0
1774.0,TIGER 200커버드콜ATM,9060.0,50.0,-0.55%,0.0,9090.0,9090.0,9010.0
1775.0,KINDEX 차이나항셍테크,6035.0,125.0,-2.03%,0.0,6140.0,6140.0,6025.0
1776.0,ARIRANG 코스닥150선물인버스,7750.0,40.0,+0.52%,0.0,7820.0,7820.0,7735.0
1777.0,KINDEX 국채선물10년인버스,108430.0,0.0,0.00%,0.0,108430.0,108430.0,108430.0
1778.0,KINDEX 인버스,5975.0,30.0,+0.50%,0.0,5985.0,6015.0,5975.0
1779.0,흥국화재우,7000.0,0.0,0.00%,5000.0,7000.0,7000.0,7000.0
1780.0,TIGER 200 경기소비재,15590.0,10.0,+0.06%,0.0,15580.0,15590.0,15580.0
1781.0,KBSTAR 우량업종,10570.0,110.0,-1.03%,0.0,10570.0,10570.0,10570.0
1782.0,ARIRANG KS로우볼가중TR,11730.0,25.0,-0.21%,0.0,11690.0,11730.0,11685.0
1783.0,KINDEX 국채선물3년인버스,104855.0,0.0,0.00%,0.0,104855.0,104855.0,104855.0
1784.0,KOSEF 200선물인버스,6300.0,45.0,+0.72%,0.0,6315.0,6330.0,6300.0
1785.0,HK S&P코리아로우볼,11540.0,0.0,0.00%,0.0,11540.0,11540.0,11540.0
1786.0,KBSTAR 유로스탁스50(H),9440.0,0.0,0.00%,0.0,9405.0,9440.0,9405.0
1787.0,메리츠 레버리지 국채30년 ETN,5145.0,40.0,-0.77%,0.0,5175.0,5185.0,5145.0
1788.0,KBSTAR Fn플랫폼테마,8035.0,115.0,-1.41%,0.0,8035.0,8035.0,8035.0
1789.0,HANARO KRX기후변화솔루션,9300.0,45.0,-0.48%,0.0,9310.0,9320.0,9285.0
1790.0,KODEX K-이노베이션액티브,10135.0,40.0,-0.39%,0.0,10140.0,10140.0,10120.0
1791.0,ARIRANG 미국대체투자Top10MV,11135.0,60.0,-0.54%,0.0,11160.0,11160.0,11135.0
1792.0,성문전자우,8350.0,0.0,0.00%,500.0,8350.0,8350.0,8350.0
1793.0,KINDEX Fn5G플러스,7085.0,40.0,-0.56%,0.0,7085.0,7085.0,7085.0
1794.0,KBSTAR 미국장기국채선물(H),9860.0,5.0,+0.05%,0.0,9860.0,9860.0,9855.0
1795.0,KB 레버리지 은 선물 ETN(H),9755.0,245.0,-2.45%,0.0,9695.0,9770.0,9695.0
1796.0,노루홀딩스우,19950.0,50.0,+0.25%,500.0,20000.0,20000.0,19950.0
1797.0,TIGER 증권,3490.0,25.0,-0.71%,0.0,3500.0,3500.0,3475.0
1798.0,QV 인버스 레버리지 S&P500 ETN,2395.0,75.0,+3.23%,0.0,2430.0,2430.0,2395.0
1799.0,TIGER 코스피대형주,11950.0,95.0,-0.79%,0.0,11950.0,11950.0,11950.0
1800.0,KODEX MSCI퀄리티,7930.0,0.0,0.00%,0.0,7930.0,7930.0,7930.0
1801.0,KODEX MSCI EM선물(H),7925.0,60.0,-0.75%,0.0,7925.0,7925.0,7925.0
1802.0,KBSTAR 국채선물10년인버스,53805.0,45.0,-0.08%,0.0,53805.0,53805.0,53805.0
1803.0,KBSTAR 200IT,12335.0,155.0,-1.24%,0.0,12335.0,12335.0,12335.0
1804.0,진흥기업우B,5460.0,0.0,0.00%,500.0,5460.0,5460.0,5460.0
1805.0,TIGER 방송통신,8350.0,20.0,-0.24%,0.0,8370.0,8370.0,8345.0
1806.0,KODEX 멀티에셋하이인컴(H),9325.0,0.0,0.00%,0.0,9325.0,9325.0,9325.0
1807.0,SOL 중국본토 중소형 CSI500(합성 H),5105.0,35.0,-0.68%,0.0,5105.0,5105.0,5105.0
1808.0,HK 하이볼액티브,7490.0,70.0,-0.93%,0.0,7490.0,7490.0,7490.0
1809.0,KODEX 국채선물10년인버스,53395.0,205.0,+0.39%,0.0,53180.0,53420.0,53160.0
1810.0,TIGER 가격조정,22330.0,275.0,-1.22%,0.0,22330.0,22330.0,22330.0
1811.0,KODEX 골드선물인버스(H),7440.0,15.0,+0.20%,0.0,7450.0,7450.0,7435.0
1812.0,KBSTAR 중소형고배당,11080.0,130.0,-1.16%,0.0,11100.0,11100.0,11055.0
1813.0,마이티 200커버드콜ATM레버리지,7380.0,0.0,0.00%,0.0,7380.0,7380.0,7380.0
1814.0,KODEX 국채선물3년인버스,52445.0,125.0,+0.24%,0.0,52445.0,52445.0,52445.0
1815.0,KBSTAR 코스닥150선물인버스,5150.0,5.0,+0.10%,0.0,5180.0,5190.0,5140.0
1816.0,KBSTAR 200선물인버스,6250.0,35.0,+0.56%,0.0,6255.0,6280.0,6250.0
1817.0,ARIRANG 200동일가중,9690.0,50.0,-0.51%,0.0,9690.0,9690.0,9675.0
1818.0,KBSTAR 수출주,10875.0,80.0,-0.73%,0.0,10890.0,10890.0,10860.0
1819.0,대신 인버스 아연선물 ETN(H),6155.0,40.0,-0.65%,0.0,6155.0,6155.0,6155.0
1820.0,HANARO 코스닥150선물레버리지,8185.0,110.0,-1.33%,0.0,8125.0,8215.0,8125.0
1821.0,진흥기업2우B,14400.0,0.0,0.00%,500.0,14400.0,14400.0,14400.0
1822.0,ARIRANG 코스피중형주,10600.0,60.0,-0.56%,0.0,10615.0,10615.0,10590.0
1823.0,TIGER KRX BBIG K-뉴딜레버리지,3930.0,100.0,-2.48%,0.0,3935.0,3945.0,3915.0
1824.0,TIGER 200 생활소비재,8570.0,45.0,-0.52%,0.0,8570.0,8570.0,8570.0
1825.0,KODEX 퀄리티Plus,7995.0,0.0,0.00%,0.0,7995.0,7995.0,7995.0
1826.0,ARIRANG KS모멘텀가중TR,13165.0,95.0,-0.72%,0.0,13160.0,13165.0,13150.0
1827.0,TRUE 레버리지 HSCEI ETN(H),3925.0,145.0,-3.56%,0.0,3915.0,3925.0,3915.0
1828.0,동양2우B,12700.0,150.0,-1.17%,500.0,12750.0,12750.0,12700.0
1829.0,KBSTAR 200금융,7500.0,55.0,-0.73%,0.0,7440.0,7500.0,7440.0
1830.0,동양우,6290.0,0.0,0.00%,500.0,6290.0,6290.0,6290.0
1831.0,KBSTAR 미국장기국채선물인버스2X(합성 H),7735.0,85.0,-1.09%,0.0,7735.0,7735.0,7735.0
1832.0,ARIRANG KS퀄리티가중TR,12735.0,30.0,-0.24%,0.0,12675.0,12735.0,12675.0
1833.0,미래에셋 인버스 원유선물혼합 ETN(H),3790.0,145.0,+3.98%,0.0,3780.0,3800.0,3775.0
1834.0,TIGER 금속선물(H),6160.0,180.0,-2.84%,0.0,6175.0,6175.0,6150.0
1835.0,삼성 레버리지 HSCEI ETN(H),3435.0,130.0,-3.65%,0.0,3385.0,3435.0,3385.0
1836.0,ARIRANG ESG우수기업,8470.0,50.0,-0.59%,0.0,8485.0,8485.0,8465.0
1837.0,흥국화재2우B,21500.0,100.0,-0.46%,5000.0,21500.0,21500.0,21500.0
1838.0,KINDEX Fn K-뉴딜디지털플러스,10570.0,125.0,-1.17%,0.0,10570.0,10570.0,10570.0
1839.0,KBSTAR 200건설,11210.0,235.0,-2.05%,0.0,11370.0,11370.0,11165.0
1840.0,ARIRANG 탄소효율그린뉴딜,7840.0,35.0,-0.44%,0.0,7805.0,7845.0,7805.0
1841.0,ARIRANG 중형주저변동50,10335.0,65.0,-0.62%,0.0,10355.0,10355.0,10325.0
1842.0,하나 레버리지 KRX BBIG K-뉴딜 ETN,2880.0,0.0,0.00%,0.0,2880.0,2880.0,2880.0
1843.0,삼성 레버리지 KRX BBIG K-뉴딜 ETN,2860.0,70.0,-2.39%,0.0,2860.0,2860.0,2860.0
1844.0,KB 레버리지 KRX BBIG K-뉴딜 ETN,2860.0,55.0,-1.89%,0.0,3005.0,3005.0,2840.0
1845.0,ARIRANG 주도업종,8090.0,90.0,-1.10%,0.0,8110.0,8110.0,8055.0
1846.0,ARIRANG KRX300헬스케어,9125.0,20.0,-0.22%,0.0,9045.0,9125.0,9045.0
1847.0,KBSTAR 미국장기국채선물레버리지(합성 H),9055.0,20.0,-0.22%,0.0,9065.0,9075.0,9055.0
1848.0,KBSTAR 모멘텀로우볼,13265.0,155.0,-1.15%,0.0,13265.0,13265.0,13265.0
1849.0,KBSTAR 팔라듐선물인버스(H),4135.0,90.0,+2.22%,0.0,4130.0,4140.0,4130.0
1850.0,신한 인버스 브렌트원유 선물 ETN(H),2320.0,85.0,+3.80%,0.0,2300.0,2320.0,2290.0
1851.0,ARIRANG 코스닥150,11275.0,35.0,-0.31%,0.0,11255.0,11275.0,11215.0
1852.0,KBSTAR 200철강소재,8030.0,15.0,-0.19%,0.0,8030.0,8030.0,8030.0
