N,종목명,현재가,전일비,등락률,액면가,시가,고가,저가
1.0,삼성전자,58700.0,100.0,-0.17%,100.0,58200.0,58800.0,58200.0
2.0,LG에너지솔루션,458000.0,7500.0,-1.61%,500.0,462500.0,466000.0,455000.0
3.0,SK하이닉스,93400.0,200.0,+0.21%,5000.0,92600.0,93500.0,92100.0
4.0,삼성바이오로직스,830000.0,6000.0,-0.72%,2500.0,828000.0,833000.0,825000.0
5.0,삼성전자우,54300.0,400.0,-0.73%,100.0,54000.0,54300.0,54000.0
6.0,LG화학,608000.0,3000.0,-0.49%,5000.0,603000.0,609000.0,603000.0
7.0,현대차,194500.0,1000.0,-0.51%,5000.0,195000.0,197500.0,194500.0
8.0,삼성SDI,579000.0,1000.0,+0.17%,5000.0,570000.0,583000.0,570000.0
9.0,NAVER,235500.0,2500.0,-1.05%,100.0,234500.0,236000.0,232500.0
10.0,기아,79900.0,200.0,-0.25%,5000.0,79400.0,80400.0,79300.0
11.0,카카오,72100.0,1100.0,-1.50%,100.0,72300.0,72500.0,71800.0
12.0,셀트리온,189000.0,500.0,+0.27%,1000.0,185500.0,190000.0,185500.0
13.0,삼성물산,118000.0,1500.0,-1.26%,100.0,118500.0,119000.0,117500.0
14.0,POSCO홀딩스,252500.0,1500.0,-0.59%,5000.0,251500.0,253000.0,249000.0
15.0,KB금융,49250.0,350.0,-0.71%,5000.0,48900.0,49400.0,48750.0
16.0,현대모비스,212000.0,1500.0,-0.70%,5000.0,210000.0,213000.0,209500.0
17.0,신한지주,35500.0,350.0,-0.98%,5000.0,35400.0,35750.0,35200.0
18.0,SK,234000.0,6500.0,+2.86%,200.0,233500.0,234500.0,230000.0
19.0,SK이노베이션,186500.0,10000.0,-5.09%,5000.0,194000.0,194500.0,186500.0
20.0,LG전자,96900.0,600.0,-0.62%,5000.0,96700.0,97500.0,96200.0
21.0,한국전력,20550.0,200.0,-0.96%,5000.0,20700.0,20700.0,20550.0
22.0,카카오뱅크,27200.0,100.0,-0.37%,5000.0,27100.0,27300.0,26950.0
23.0,두산에너빌리티,20250.0,1450.0,-6.68%,5000.0,20100.0,20550.0,20050.0
24.0,포스코케미칼,164500.0,3500.0,-2.08%,500.0,167000.0,169500.0,162500.0
25.0,LG,80900.0,600.0,-0.74%,5000.0,80600.0,81100.0,79800.0
26.0,삼성생명,61500.0,100.0,+0.16%,500.0,60800.0,61500.0,60500.0
27.0,고려아연,649000.0,30000.0,+4.85%,5000.0,637000.0,657000.0,629000.0
28.0,현대중공업,136500.0,4500.0,-3.19%,5000.0,141000.0,141000.0,136000.0
29.0,크래프톤,238500.0,500.0,-0.21%,100.0,236500.0,243000.0,236500.0
30.0,SK텔레콤,52100.0,100.0,+0.19%,100.0,51700.0,52300.0,51600.0
31.0,KT&G,82800.0,200.0,-0.24%,5000.0,82800.0,83000.0,82300.0
32.0,하나금융지주,38200.0,600.0,-1.55%,5000.0,38250.0,38450.0,38050.0
33.0,S-Oil,100000.0,5000.0,-4.76%,2500.0,102000.0,102000.0,98300.0
34.0,LG생활건강,712000.0,2000.0,+0.28%,5000.0,710000.0,715000.0,710000.0
35.0,HMM,21950.0,150.0,+0.69%,5000.0,21600.0,22050.0,21550.0
36.0,삼성전기,134000.0,1000.0,-0.74%,5000.0,133500.0,134500.0,132500.0
37.0,삼성에스디에스,127500.0,1000.0,-0.78%,500.0,127000.0,128500.0,126500.0
38.0,KT,37550.0,350.0,-0.92%,5000.0,37800.0,37800.0,37500.0
39.0,한화솔루션,51100.0,1100.0,-2.11%,5000.0,52000.0,53100.0,50600.0
40.0,대한항공,26300.0,200.0,+0.77%,5000.0,25950.0,26500.0,25850.0
41.0,삼성화재,193000.0,1000.0,-0.52%,500.0,192500.0,194000.0,190500.0
42.0,우리금융지주,11950.0,100.0,-0.83%,5000.0,12000.0,12050.0,11950.0
43.0,SK바이오사이언스,109500.0,4000.0,-3.52%,500.0,111000.0,112000.0,109000.0
44.0,카카오페이,62200.0,200.0,-0.32%,500.0,62400.0,62500.0,61100.0
45.0,엔씨소프트,372000.0,0.0,0.00%,500.0,368000.0,374000.0,366000.0
46.0,LG이노텍,336000.0,500.0,+0.15%,5000.0,331500.0,339000.0,329500.0
47.0,아모레퍼시픽,122000.0,1500.0,-1.21%,500.0,122500.0,123000.0,121000.0
48.0,기업은행,9560.0,50.0,-0.52%,5000.0,9600.0,9610.0,9530.0
49.0,하이브,168500.0,1500.0,-0.88%,500.0,168000.0,170000.0,167000.0
50.0,한국조선해양,94400.0,2500.0,-2.58%,5000.0,96700.0,96900.0,94000.0
51.0,현대글로비스,173500.0,500.0,-0.29%,500.0,173000.0,174000.0,172500.0
52.0,CJ제일제당,409500.0,1500.0,+0.37%,5000.0,406000.0,412500.0,403500.0
53.0,롯데케미칼,173000.0,1000.0,-0.57%,5000.0,173000.0,173500.0,171000.0
54.0,SK아이이테크놀로지,80100.0,400.0,-0.50%,1000.0,79100.0,80300.0,79100.0
55.0,한국항공우주,58500.0,800.0,-1.35%,5000.0,59400.0,60000.0,57900.0
56.0,강원랜드,26550.0,150.0,-0.56%,500.0,26450.0,26750.0,26450.0
57.0,KODEX 200,31810.0,175.0,-0.55%,0.0,31690.0,31830.0,31640.0
58.0,SK바이오팜,71200.0,700.0,-0.97%,500.0,71300.0,71600.0,70600.0
59.0,SK스퀘어,39350.0,400.0,-1.01%,100.0,39400.0,39600.0,39150.0
60.0,LG디스플레이,15550.0,100.0,+0.65%,5000.0,15250.0,15650.0,15250.0
61.0,한온시스템,10350.0,50.0,-0.48%,100.0,10300.0,10450.0,10300.0
62.0,넷마블,63100.0,300.0,-0.47%,100.0,62900.0,63500.0,62100.0
63.0,F&F,138500.0,1500.0,-1.07%,100.0,138000.0,139500.0,136500.0
64.0,현대건설,46950.0,700.0,-1.47%,5000.0,47350.0,47550.0,46700.0
65.0,맥쿼리인프라,12700.0,50.0,-0.39%,0.0,12700.0,12700.0,12650.0
66.0,LG유플러스,11750.0,0.0,0.00%,5000.0,11750.0,11800.0,11650.0
67.0,삼성중공업,5820.0,150.0,-2.51%,1000.0,5950.0,5960.0,5770.0
68.0,HD현대,61800.0,1100.0,-1.75%,1000.0,62600.0,62700.0,61300.0
69.0,한국타이어앤테크놀로지,37950.0,300.0,-0.78%,500.0,37950.0,38250.0,37750.0
70.0,코웨이,62700.0,200.0,-0.32%,500.0,62200.0,62900.0,61600.0
71.0,삼성엔지니어링,22800.0,1100.0,-4.60%,5000.0,23750.0,23800.0,22650.0
72.0,SKC,117000.0,1500.0,-1.27%,5000.0,117000.0,118500.0,116500.0
73.0,메리츠화재,37450.0,350.0,-0.93%,500.0,38050.0,38350.0,37350.0
74.0,현대제철,32600.0,350.0,-1.06%,5000.0,32700.0,32750.0,32300.0
75.0,롯데지주,40800.0,300.0,-0.73%,200.0,41100.0,41650.0,40700.0
76.0,GS,45950.0,700.0,-1.50%,5000.0,46450.0,46500.0,45300.0
77.0,DB손해보험,59700.0,400.0,-0.67%,500.0,59400.0,59700.0,58900.0
78.0,현대미포조선,104500.0,5000.0,-4.57%,5000.0,108500.0,109000.0,102500.0
79.0,유한양행,56900.0,300.0,+0.53%,1000.0,56200.0,57000.0,55900.0
80.0,미래에셋증권,6560.0,40.0,-0.61%,5000.0,6590.0,6590.0,6510.0
81.0,한국가스공사,42900.0,1850.0,-4.13%,5000.0,44500.0,44550.0,42450.0
82.0,금호석유,130000.0,0.0,0.00%,5000.0,128500.0,130500.0,128000.0
83.0,한화에어로스페이스,76800.0,100.0,-0.13%,5000.0,77000.0,78300.0,75200.0
84.0,오리온,98200.0,800.0,-0.81%,500.0,99200.0,99200.0,97400.0
85.0,메리츠금융지주,29950.0,150.0,-0.50%,500.0,29950.0,30150.0,29700.0
86.0,한미약품,311000.0,9500.0,+3.15%,2500.0,302000.0,313000.0,298000.0
87.0,삼성카드,31450.0,0.0,0.00%,5000.0,31450.0,31450.0,31200.0
88.0,에스디바이오센서,34800.0,450.0,+1.31%,500.0,34050.0,34850.0,33800.0
89.0,한진칼,53300.0,700.0,-1.30%,2500.0,54400.0,54400.0,53000.0
90.0,두산밥캣,34600.0,350.0,-1.00%,500.0,34850.0,34850.0,34150.0
91.0,TIGER 차이나전기차SOLACTIVE,15270.0,120.0,-0.78%,0.0,15310.0,15310.0,15215.0
92.0,쌍용C&E,6810.0,10.0,-0.15%,100.0,6800.0,6830.0,6780.0
93.0,현대차2우B,93000.0,0.0,0.00%,5000.0,92500.0,93400.0,92500.0
94.0,일진머티리얼즈,72700.0,600.0,-0.82%,500.0,72500.0,73600.0,72500.0
95.0,NH투자증권,9880.0,60.0,-0.60%,5000.0,9920.0,9920.0,9840.0
96.0,현대오토에버,119000.0,1500.0,-1.24%,500.0,119500.0,120000.0,118500.0
97.0,포스코인터내셔널,26250.0,900.0,-3.31%,5000.0,26850.0,27050.0,25950.0
98.0,한국금융지주,56600.0,400.0,-0.70%,5000.0,56500.0,56900.0,56000.0
99.0,현대로템,28850.0,600.0,-2.04%,5000.0,29250.0,29800.0,28700.0
100.0,메리츠증권,4780.0,10.0,-0.21%,1000.0,4770.0,4790.0,4730.0
101.0,삼성증권,33750.0,250.0,-0.74%,5000.0,33750.0,33900.0,33500.0
102.0,한미사이언스,43450.0,2000.0,+4.83%,500.0,40950.0,43650.0,40800.0
103.0,호텔신라,74600.0,600.0,+0.81%,5000.0,73500.0,74800.0,73200.0
104.0,한화시스템,15100.0,300.0,-1.95%,5000.0,15350.0,15400.0,14900.0
105.0,씨에스윈드,67500.0,1400.0,-2.03%,500.0,69300.0,70300.0,66900.0
106.0,아모레G,34500.0,0.0,0.00%,500.0,34100.0,34500.0,34000.0
107.0,한전기술,73600.0,300.0,+0.41%,200.0,72700.0,74700.0,72300.0
108.0,롯데쇼핑,98900.0,400.0,-0.40%,5000.0,98500.0,99300.0,97800.0
109.0,현대해상,31250.0,400.0,-1.26%,500.0,31400.0,31500.0,30750.0
110.0,OCI,117000.0,4500.0,-3.70%,5000.0,120500.0,122500.0,117000.0
111.0,BGF리테일,159000.0,1000.0,-0.62%,1000.0,159500.0,160000.0,158500.0
112.0,팬오션,5130.0,30.0,-0.58%,1000.0,5050.0,5140.0,5010.0
113.0,CJ대한통운,119500.0,500.0,+0.42%,5000.0,118500.0,119500.0,118000.0
114.0,이마트,97500.0,200.0,+0.21%,5000.0,97000.0,97600.0,96300.0
115.0,GS리테일,25100.0,250.0,+1.01%,1000.0,25000.0,25150.0,24750.0
116.0,KCC,287500.0,4000.0,-1.37%,5000.0,289000.0,289000.0,286000.0
117.0,만도,53900.0,400.0,-0.74%,1000.0,53600.0,54600.0,53200.0
118.0,GS건설,29400.0,500.0,-1.67%,5000.0,29650.0,29700.0,29300.0
119.0,제일기획,21850.0,150.0,-0.68%,200.0,21700.0,21900.0,21650.0
120.0,한솔케미칼,215500.0,3500.0,+1.65%,5000.0,210500.0,216500.0,209500.0
121.0,두산퓨얼셀,37150.0,800.0,-2.11%,100.0,37550.0,37750.0,37150.0
122.0,동서,24200.0,0.0,0.00%,500.0,24100.0,24200.0,24050.0
123.0,대한전선,1925.0,65.0,-3.27%,100.0,2015.0,2035.0,1925.0
124.0,한화,31250.0,1300.0,-3.99%,5000.0,32400.0,32450.0,31050.0
125.0,CJ,78100.0,300.0,+0.39%,5000.0,77800.0,78200.0,77000.0
126.0,LIG넥스원,102500.0,1000.0,-0.97%,5000.0,103500.0,106000.0,100500.0
127.0,현대차우,91500.0,200.0,-0.22%,5000.0,91600.0,92000.0,91200.0
128.0,키움증권,84700.0,900.0,+1.07%,5000.0,83300.0,84800.0,82000.0
129.0,LG화학우,286000.0,4000.0,-1.38%,5000.0,285500.0,286500.0,284500.0
130.0,신세계,223000.0,2500.0,+1.13%,5000.0,220500.0,224500.0,219500.0
131.0,에스원,57500.0,100.0,+0.17%,500.0,57000.0,57700.0,57000.0
132.0,BNK금융지주,6680.0,20.0,-0.30%,5000.0,6680.0,6700.0,6650.0
133.0,TIGER 미국나스닥100,74860.0,725.0,-0.96%,0.0,74680.0,74900.0,74640.0
134.0,LS,66900.0,200.0,-0.30%,5000.0,66800.0,67700.0,66500.0
135.0,대우조선해양,19950.0,450.0,-2.21%,5000.0,20200.0,20500.0,19800.0
136.0,대우건설,5130.0,30.0,-0.58%,5000.0,5120.0,5140.0,5100.0
137.0,하이트진로,30400.0,100.0,-0.33%,5000.0,30400.0,30450.0,30250.0
138.0,KODEX 200선물인버스2X,3090.0,40.0,+1.31%,0.0,3110.0,3125.0,3085.0
139.0,KODEX 레버리지,15090.0,200.0,-1.31%,0.0,14980.0,15125.0,14945.0
140.0,TIGER 200,31830.0,170.0,-0.53%,0.0,31675.0,31850.0,31660.0
141.0,대웅제약,177000.0,500.0,+0.28%,2500.0,175500.0,177500.0,174000.0
142.0,현대위아,75300.0,0.0,0.00%,5000.0,75300.0,76100.0,74600.0
143.0,DB하이텍,46100.0,200.0,-0.43%,5000.0,45800.0,46250.0,45150.0
144.0,한화생명,2325.0,5.0,-0.21%,5000.0,2320.0,2335.0,2300.0
145.0,영원무역,44550.0,700.0,+1.60%,500.0,44150.0,44650.0,43600.0
146.0,코스모신소재,63800.0,700.0,-1.09%,1000.0,64200.0,65400.0,63200.0
147.0,휠라홀딩스,31100.0,100.0,-0.32%,1000.0,31050.0,31300.0,30850.0
148.0,한전KPS,41900.0,700.0,+1.70%,200.0,41250.0,42050.0,40800.0
149.0,효성첨단소재,415500.0,5500.0,-1.31%,5000.0,417000.0,417000.0,411500.0
150.0,녹십자,159000.0,500.0,+0.32%,5000.0,157500.0,159500.0,157000.0
151.0,농심,303500.0,1000.0,+0.33%,5000.0,300000.0,304000.0,300000.0
152.0,TIGER 미국S&P500,13555.0,125.0,-0.91%,0.0,13530.0,13560.0,13515.0
153.0,롯데정밀화학,70000.0,500.0,-0.71%,5000.0,69700.0,70400.0,69600.0
154.0,KODEX KOFR금리액티브(합성),100670.0,5.0,0.00%,0.0,100665.0,100670.0,100665.0
155.0,오뚜기,482000.0,500.0,-0.10%,5000.0,482500.0,482500.0,477000.0
156.0,에스엘,37700.0,450.0,+1.21%,500.0,37200.0,38600.0,37150.0
157.0,SK케미칼,96400.0,800.0,-0.82%,5000.0,96400.0,96500.0,95600.0
158.0,LS ELECTRIC,55900.0,1000.0,-1.76%,5000.0,56600.0,56600.0,55600.0
159.0,TIGER 단기통안채,101165.0,5.0,0.00%,0.0,101165.0,101170.0,101160.0
160.0,LX인터내셔널,42350.0,400.0,-0.94%,5000.0,42500.0,42750.0,41100.0
161.0,동원시스템즈,54500.0,0.0,0.00%,5000.0,54300.0,54500.0,53500.0
162.0,효성,74600.0,100.0,-0.13%,5000.0,74800.0,74800.0,74100.0
163.0,DL이앤씨,40450.0,650.0,-1.58%,5000.0,41200.0,41250.0,40450.0
164.0,KODEX 단기채권PLUS,103990.0,5.0,0.00%,0.0,103985.0,103990.0,103985.0
165.0,신풍제약,28550.0,350.0,+1.24%,500.0,28100.0,28850.0,27900.0
166.0,JB금융지주,7490.0,0.0,0.00%,5000.0,7510.0,7510.0,7400.0
167.0,후성,15850.0,300.0,-1.86%,500.0,16050.0,16100.0,15750.0
168.0,현대백화점,61700.0,0.0,0.00%,5000.0,61400.0,62000.0,61200.0
169.0,대덕전자,29100.0,1350.0,+4.86%,500.0,27450.0,29150.0,27350.0
170.0,솔루스첨단소재,40950.0,400.0,-0.97%,100.0,41050.0,41050.0,40300.0
171.0,코오롱인더,52200.0,100.0,-0.19%,5000.0,51900.0,52200.0,51700.0
172.0,TIGER 미국필라델피아반도체나스닥,9885.0,130.0,-1.30%,0.0,9855.0,9895.0,9835.0
173.0,대성홀딩스,88200.0,0.0,0.00%,1000.0,88400.0,88500.0,88000.0
174.0,롯데칠성,152500.0,1000.0,+0.66%,500.0,150000.0,153000.0,150000.0
175.0,대웅,24250.0,50.0,+0.21%,500.0,24150.0,24350.0,23850.0
176.0,TIGER 미국테크TOP10 INDXX,11070.0,120.0,-1.07%,0.0,11060.0,11080.0,11040.0
177.0,DL,67000.0,600.0,-0.89%,5000.0,67100.0,67700.0,66700.0
178.0,두산,83900.0,1600.0,+1.94%,5000.0,82000.0,85700.0,81800.0
179.0,일진하이솔루스,36900.0,1200.0,-3.15%,500.0,37850.0,37900.0,36600.0
180.0,TIGER TOP10,10395.0,20.0,-0.19%,0.0,10325.0,10400.0,10315.0
181.0,효성티앤씨,307500.0,2000.0,-0.65%,5000.0,308000.0,309000.0,306000.0
182.0,KODEX 2차전지산업,19595.0,280.0,-1.41%,0.0,19700.0,19770.0,19580.0
183.0,롯데렌탈,35400.0,250.0,-0.70%,5000.0,35500.0,35500.0,35350.0
184.0,서울가스,258000.0,500.0,+0.19%,5000.0,257500.0,260500.0,256500.0
185.0,KODEX 삼성그룹,8395.0,45.0,-0.53%,0.0,8355.0,8395.0,8345.0
186.0,TIGER 2차전지테마,19485.0,275.0,-1.39%,0.0,19550.0,19630.0,19465.0
187.0,KODEX 단기채권,103585.0,25.0,+0.02%,0.0,103585.0,103590.0,103585.0
188.0,한국앤컴퍼니,13300.0,50.0,-0.37%,500.0,13400.0,13400.0,13150.0
189.0,DGB금융지주,7440.0,10.0,+0.13%,5000.0,7410.0,7440.0,7390.0
190.0,동국제강,13150.0,100.0,-0.75%,5000.0,13200.0,13250.0,13100.0
191.0,영풍,681000.0,51000.0,+8.10%,5000.0,650000.0,682000.0,650000.0
192.0,KG스틸,12500.0,150.0,-1.19%,5000.0,12600.0,12600.0,12250.0
193.0,한샘,53100.0,500.0,-0.93%,1000.0,53000.0,53600.0,52800.0
194.0,KODEX 종합채권(AA-이상)액티브,100930.0,120.0,-0.12%,0.0,101050.0,101050.0,100905.0
195.0,롯데리츠,5070.0,0.0,0.00%,500.0,5050.0,5080.0,5040.0
196.0,현대두산인프라코어,6120.0,10.0,-0.16%,1000.0,6060.0,6140.0,6020.0
197.0,TIGER MSCI Korea TR,13005.0,110.0,-0.84%,0.0,12990.0,13005.0,12980.0
198.0,현대엘리베이,28950.0,100.0,-0.34%,5000.0,28650.0,29000.0,28550.0
199.0,ESR켄달스퀘어리츠,5490.0,30.0,-0.54%,1000.0,5530.0,5530.0,5480.0
200.0,한미반도체,11800.0,100.0,-0.84%,100.0,11700.0,11800.0,11650.0
201.0,롯데제과,123500.0,500.0,+0.41%,500.0,124000.0,124000.0,122500.0
202.0,현대일렉트릭,31850.0,1550.0,-4.64%,5000.0,33300.0,33400.0,31800.0
203.0,아이에스동서,36700.0,250.0,-0.68%,500.0,36550.0,36700.0,36400.0
204.0,명신산업,21500.0,400.0,+1.90%,500.0,21050.0,21800.0,20900.0
205.0,SK네트웍스,4515.0,15.0,+0.33%,2500.0,4485.0,4530.0,4450.0
206.0,KODEX 200TR,10620.0,50.0,-0.47%,0.0,10595.0,10625.0,10570.0
207.0,아시아나항공,14950.0,200.0,+1.36%,5000.0,14750.0,15050.0,14600.0
208.0,더존비즈온,36200.0,600.0,+1.69%,500.0,35550.0,36250.0,35300.0
209.0,SK리츠,5550.0,80.0,-1.42%,500.0,5640.0,5650.0,5550.0
210.0,에이프로젠,1425.0,25.0,+1.79%,500.0,1400.0,1425.0,1385.0
211.0,PI첨단소재,36850.0,500.0,+1.38%,500.0,35950.0,37100.0,35800.0
212.0,SK가스,116500.0,2500.0,-2.10%,5000.0,118500.0,118500.0,115000.0
213.0,KBSTAR 200,31930.0,205.0,-0.64%,0.0,31835.0,31970.0,31795.0
214.0,한일시멘트,15150.0,0.0,0.00%,500.0,15100.0,15150.0,15000.0
215.0,종근당,85900.0,100.0,+0.12%,2500.0,86000.0,86100.0,84800.0
216.0,솔루엠,20550.0,50.0,+0.24%,500.0,20350.0,20650.0,20150.0
217.0,케이카,21350.0,100.0,-0.47%,500.0,21250.0,21450.0,21100.0
218.0,코리안리,8350.0,30.0,-0.36%,500.0,8370.0,8400.0,8320.0
219.0,일동제약,37350.0,100.0,+0.27%,1000.0,37250.0,37750.0,36850.0
220.0,신세계인터내셔날,27950.0,50.0,-0.18%,1000.0,27850.0,28050.0,27500.0
221.0,해성디에스,58400.0,1000.0,+1.74%,5000.0,56800.0,58800.0,56600.0
222.0,GKL,15850.0,100.0,-0.63%,500.0,16000.0,16050.0,15800.0
223.0,덴티움,88500.0,5200.0,+6.24%,500.0,83300.0,89900.0,83300.0
224.0,금호타이어,3410.0,5.0,-0.15%,5000.0,3400.0,3415.0,3380.0
225.0,미원에스씨,192000.0,0.0,0.00%,500.0,192000.0,192000.0,192000.0
226.0,CJ CGV,20450.0,250.0,-1.21%,500.0,20550.0,20750.0,20350.0
227.0,NHN,25650.0,200.0,+0.79%,500.0,25150.0,25650.0,25150.0
228.0,하나투어,59300.0,0.0,0.00%,500.0,58700.0,60200.0,57800.0
229.0,한올바이오파마,17900.0,700.0,+4.07%,500.0,16950.0,18050.0,16850.0
230.0,롯데관광개발,12750.0,250.0,+2.00%,500.0,12350.0,13000.0,12350.0
231.0,태광산업,826000.0,4000.0,-0.48%,5000.0,823000.0,829000.0,823000.0
232.0,오리온홀딩스,14650.0,200.0,-1.35%,500.0,14850.0,14850.0,14650.0
233.0,제이알글로벌리츠,4635.0,10.0,-0.22%,1000.0,4650.0,4655.0,4630.0
234.0,동양생명,5600.0,30.0,+0.54%,5000.0,5580.0,5620.0,5550.0
235.0,유니드,101500.0,6000.0,-5.58%,5000.0,107000.0,107500.0,101000.0
236.0,진에어,17100.0,200.0,+1.18%,1000.0,17250.0,17800.0,16950.0
237.0,녹십자홀딩스,18650.0,150.0,+0.81%,500.0,18450.0,18650.0,18400.0
238.0,미원상사,176000.0,500.0,-0.28%,500.0,176500.0,176500.0,175500.0
239.0,한국콜마,38200.0,300.0,+0.79%,500.0,37800.0,38250.0,37250.0
240.0,KODEX 코스닥150레버리지,8720.0,55.0,-0.63%,0.0,8575.0,8760.0,8560.0
241.0,TKG휴켐스,21100.0,300.0,-1.40%,1000.0,21250.0,21300.0,21000.0
242.0,티와이홀딩스,16800.0,150.0,-0.88%,500.0,16950.0,17050.0,16700.0
243.0,쏘카,25950.0,100.0,-0.38%,100.0,26000.0,26600.0,25900.0
244.0,이노션,42450.0,0.0,0.00%,500.0,42500.0,42650.0,42250.0
245.0,KODEX 인버스,4855.0,30.0,+0.62%,0.0,4870.0,4880.0,4850.0
246.0,삼천리,208500.0,0.0,0.00%,5000.0,206500.0,211000.0,206500.0
247.0,다우기술,18750.0,0.0,0.00%,500.0,18650.0,18750.0,18550.0
248.0,풍산,30000.0,150.0,-0.50%,5000.0,30000.0,30350.0,29750.0
249.0,코스모화학,23900.0,650.0,+2.80%,1000.0,23350.0,25200.0,23300.0
250.0,진원생명과학,10750.0,50.0,-0.46%,1000.0,10750.0,11150.0,10600.0
251.0,삼양식품,110500.0,0.0,0.00%,5000.0,110500.0,111000.0,108500.0
252.0,동원산업,224500.0,500.0,-0.22%,5000.0,225000.0,225000.0,223500.0
253.0,삼성 레버리지 WTI원유 선물 ETN,2020.0,205.0,-9.21%,0.0,2005.0,2035.0,2005.0
254.0,HDC현대산업개발,12350.0,100.0,-0.80%,5000.0,12350.0,12400.0,12200.0
255.0,화승엔터프라이즈,13300.0,0.0,0.00%,500.0,13200.0,13400.0,13100.0
256.0,KCC글라스,50200.0,100.0,+0.20%,1000.0,49900.0,50300.0,48800.0
257.0,현대건설기계,40400.0,900.0,-2.18%,5000.0,41200.0,41200.0,40200.0
258.0,LG전자우,45650.0,450.0,-0.98%,5000.0,45900.0,46350.0,45550.0
259.0,더블유게임즈,42650.0,500.0,-1.16%,500.0,43100.0,43350.0,42450.0
260.0,대신증권,15400.0,0.0,0.00%,5000.0,15400.0,15450.0,15250.0
261.0,대상,22500.0,150.0,-0.66%,1000.0,22550.0,22600.0,22400.0
262.0,대한유화,119500.0,1000.0,-0.83%,5000.0,120000.0,120000.0,118500.0
263.0,율촌화학,31300.0,200.0,+0.64%,500.0,31100.0,31800.0,30700.0
264.0,우리종금,885.0,1.0,+0.11%,500.0,882.0,885.0,878.0
265.0,제주항공,15500.0,800.0,+5.44%,1000.0,14850.0,15500.0,14800.0
266.0,파미셀,12650.0,300.0,+2.43%,500.0,12250.0,12700.0,12200.0
267.0,세아제강지주,183000.0,7500.0,-3.94%,5000.0,188500.0,193500.0,181500.0
268.0,지누스,43600.0,50.0,-0.11%,500.0,43500.0,43850.0,42700.0
269.0,LG생활건강우,357000.0,5500.0,-1.52%,5000.0,361500.0,361500.0,356500.0
270.0,현대그린푸드,7580.0,0.0,0.00%,500.0,7560.0,7590.0,7510.0
271.0,세방전지,52300.0,1200.0,+2.35%,500.0,51100.0,52500.0,50700.0
272.0,현대에너지솔루션,65000.0,1800.0,-2.69%,5000.0,66900.0,70800.0,64900.0
273.0,쿠쿠홈시스,32300.0,450.0,+1.41%,100.0,31850.0,32300.0,31300.0
274.0,대한해운,2255.0,20.0,-0.88%,500.0,2250.0,2270.0,2215.0
275.0,KODEX 자동차,18705.0,20.0,-0.11%,0.0,18690.0,18775.0,18590.0
276.0,영원무역홀딩스,52400.0,800.0,+1.55%,500.0,51600.0,52400.0,51500.0
277.0,신한 레버리지 WTI원유 선물 ETN(H),1425.0,155.0,-9.81%,0.0,1420.0,1435.0,1420.0
278.0,코스맥스,62600.0,100.0,-0.16%,500.0,62400.0,63100.0,61100.0
279.0,콘텐트리중앙,37050.0,400.0,-1.07%,5000.0,37450.0,37950.0,36700.0
280.0,SNT모티브,48500.0,450.0,+0.94%,5000.0,48050.0,48900.0,47850.0
281.0,TIGER 200 IT,27905.0,55.0,-0.20%,0.0,27705.0,27970.0,27610.0
282.0,보령,10200.0,50.0,+0.49%,500.0,10100.0,10250.0,10100.0
283.0,한섬,28400.0,350.0,+1.25%,500.0,27900.0,28500.0,27750.0
284.0,SBS,38250.0,150.0,+0.39%,5000.0,38100.0,38400.0,37650.0
285.0,SPC삼립,80000.0,0.0,0.00%,5000.0,80000.0,80500.0,79500.0
286.0,한국단자,66200.0,2300.0,+3.60%,500.0,63900.0,66600.0,63200.0
287.0,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),11435.0,145.0,-1.25%,0.0,11480.0,11480.0,11410.0
288.0,F&F홀딩스,17550.0,50.0,-0.28%,500.0,17600.0,17600.0,17350.0
289.0,SK디스커버리,35700.0,600.0,-1.65%,5000.0,36050.0,36050.0,35600.0
290.0,세아베스틸지주,18950.0,500.0,-2.57%,5000.0,19650.0,19800.0,18800.0
291.0,프레스티지바이오파마,11300.0,300.0,+2.73%,0.0,11000.0,11550.0,11000.0
292.0,금양,12250.0,350.0,+2.94%,500.0,11800.0,13150.0,11750.0
293.0,동아쏘시오홀딩스,106000.0,0.0,0.00%,5000.0,106000.0,106000.0,105000.0
294.0,엠씨넥스,37050.0,300.0,+0.82%,500.0,36600.0,37300.0,36150.0
295.0,효성중공업,71400.0,2500.0,-3.38%,5000.0,73500.0,73500.0,71400.0
296.0,이수화학,23800.0,950.0,+4.16%,5000.0,22900.0,23950.0,22800.0
297.0,한화투자증권,3095.0,55.0,-1.75%,5000.0,3110.0,3120.0,3090.0
298.0,넥센타이어,6680.0,40.0,+0.60%,500.0,6640.0,6700.0,6640.0
299.0,부광약품,9130.0,130.0,+1.44%,500.0,8950.0,9150.0,8940.0
300.0,LX홀딩스,8430.0,0.0,0.00%,1000.0,8430.0,8430.0,8380.0
301.0,드림텍,9380.0,20.0,-0.21%,100.0,9400.0,9420.0,9320.0
302.0,경동나비엔,43150.0,2450.0,+6.02%,1000.0,40900.0,43500.0,40400.0
303.0,한세실업,15700.0,50.0,+0.32%,500.0,15500.0,15750.0,15350.0
304.0,쿠쿠홀딩스,17650.0,450.0,+2.62%,100.0,17250.0,17650.0,17150.0
